s_m,x_m,y_m,yaw_rad,kappa_1pm,radius_m,label
1.331850,2.500000,2.135000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.341850,2.500000,2.125000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.351850,2.500000,2.115000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.361850,2.500000,2.105000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.371850,2.500000,2.095000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.381850,2.500000,2.085000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.391850,2.500000,2.075000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.401850,2.500000,2.065000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.411850,2.500000,2.055000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.421850,2.500000,2.045000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.431850,2.500000,2.035000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.441850,2.500000,2.025000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.451850,2.500000,2.015000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.461850,2.500000,2.005000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.471850,2.500000,1.995000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.481850,2.500000,1.985000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.491850,2.500000,1.975000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.501850,2.500000,1.965000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.511850,2.500000,1.955000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.521850,2.500000,1.945000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.531850,2.500000,1.935000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.541850,2.500000,1.925000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.551850,2.500000,1.915000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.561850,2.500000,1.905000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.571850,2.500000,1.895000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.581850,2.500000,1.885000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.591850,2.500000,1.875000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
1.596850,2.500000,1.870000,-1.570796327000,0.000000000,,gate_exit_ccw_to_handoff
