s_m,x_m,y_m,yaw_rad,kappa_1pm,radius_m,label
0.296944,2.678166,3.110348,-2.549219565,2.500000000,0.400000,gate_exit_cw_center
0.306842,2.670024,3.104721,-2.524473796,2.500000000,0.400000,gate_exit_cw_center
0.316740,2.662023,3.098893,-2.499728026,2.500000000,0.400000,gate_exit_cw_center
0.326638,2.654169,3.092870,-2.474982256,2.500000000,0.400000,gate_exit_cw_center
0.336536,2.646466,3.086654,-2.450236486,2.500000000,0.400000,gate_exit_cw_center
0.346434,2.638919,3.080249,-2.425490716,2.500000000,0.400000,gate_exit_cw_center
0.356332,2.631533,3.073660,-2.400744946,2.500000000,0.400000,gate_exit_cw_center
0.366230,2.624313,3.066890,-2.375999177,2.500000000,0.400000,gate_exit_cw_center
0.376128,2.617262,3.059943,-2.351253407,2.500000000,0.400000,gate_exit_cw_center
0.386026,2.610385,3.052824,-2.326507637,2.500000000,0.400000,gate_exit_cw_center
0.395924,2.603687,3.045537,-2.301761867,2.500000000,0.400000,gate_exit_cw_center
0.405822,2.597171,3.038086,-2.277016097,2.500000000,0.400000,gate_exit_cw_center
0.415720,2.590841,3.030476,-2.252270327,2.500000000,0.400000,gate_exit_cw_center
0.425618,2.584701,3.022713,-2.227524558,2.500000000,0.400000,gate_exit_cw_center
0.435516,2.578756,3.014799,-2.202778788,2.500000000,0.400000,gate_exit_cw_center
0.445415,2.573008,3.006741,-2.178033018,2.500000000,0.400000,gate_exit_cw_center
0.455313,2.567461,2.998543,-2.153287248,2.500000000,0.400000,gate_exit_cw_center
0.465211,2.562119,2.990211,-2.128541479,2.500000000,0.400000,gate_exit_cw_center
0.475109,2.556984,2.981749,-2.103795709,2.500000000,0.400000,gate_exit_cw_center
0.485007,2.552061,2.973162,-2.079049939,2.500000000,0.400000,gate_exit_cw_center
0.494905,2.547351,2.964456,-2.054304169,2.500000000,0.400000,gate_exit_cw_center
0.504803,2.542858,2.955637,-2.029558400,2.500000000,0.400000,gate_exit_cw_center
0.514701,2.538585,2.946708,-2.004812630,2.500000000,0.400000,gate_exit_cw_center
0.524599,2.534534,2.937677,-1.980066860,2.500000000,0.400000,gate_exit_cw_center
0.534497,2.530708,2.928549,-1.955321090,2.500000000,0.400000,gate_exit_cw_center
0.544395,2.527109,2.919328,-1.930575321,2.500000000,0.400000,gate_exit_cw_center
0.554293,2.523739,2.910021,-1.905829551,2.500000000,0.400000,gate_exit_cw_center
0.564191,2.520601,2.900634,-1.881083781,2.500000000,0.400000,gate_exit_cw_center
0.574089,2.517695,2.891172,-1.856338011,2.500000000,0.400000,gate_exit_cw_center
0.583987,2.515025,2.881641,-1.831592242,2.500000000,0.400000,gate_exit_cw_center
0.593885,2.512591,2.872047,-1.806846472,2.500000000,0.400000,gate_exit_cw_center
0.603783,2.510396,2.862395,-1.782100702,2.500000000,0.400000,gate_exit_cw_center
0.613681,2.508440,2.852692,-1.757354933,2.500000000,0.400000,gate_exit_cw_center
0.623579,2.506724,2.842944,-1.732609163,2.500000000,0.400000,gate_exit_cw_center
0.633478,2.505250,2.833156,-1.708142689,2.387018408,0.418933,gate_exit_cw_center
0.643376,2.504008,2.823337,-1.685483974,2.180803660,0.458547,gate_exit_cw_center
0.653274,2.502978,2.813492,-1.664866786,1.974588912,0.506435,gate_exit_cw_center
0.663172,2.502142,2.803629,-1.646291048,1.768374164,0.565491,gate_exit_cw_center
0.673070,2.501478,2.793754,-1.629756282,1.562159416,0.640140,gate_exit_cw_center
0.682968,2.500968,2.783868,-1.615262488,1.355944668,0.737493,gate_exit_cw_center
0.692867,2.500592,2.773977,-1.602809666,1.149729920,0.869769,gate_exit_cw_center
0.702765,2.500328,2.764083,-1.592398333,0.943515172,1.059866,gate_exit_cw_center
0.712663,2.500157,2.754186,-1.584028488,0.737300424,1.356299,gate_exit_cw_center
0.722561,2.500059,2.744288,-1.577699615,0.531085676,1.882935,gate_exit_cw_center
0.732460,2.500014,2.734390,-1.573411714,0.324870927,3.078146,gate_exit_cw_center
0.742358,2.500001,2.724492,-1.571164784,0.118656179,8.427711,gate_exit_cw_center
0.752256,2.500000,2.714593,-1.570796327,-0.000000000,,gate_exit_cw_center
0.762155,2.500000,2.704695,-1.570796327,-0.000000000,,gate_exit_cw_center
0.772053,2.500000,2.694797,-1.570796327,-0.000000000,,gate_exit_cw_center
0.781951,2.500000,2.684898,-1.570796327,-0.000000000,,gate_exit_cw_center
0.791850,2.500000,2.675000,-1.570796327,-0.000000000,,gate_exit_cw_center
0.801850,2.500000,2.665000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.811850,2.500000,2.655000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.821850,2.500000,2.645000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.831850,2.500000,2.635000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.841850,2.500000,2.625000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.851850,2.500000,2.615000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.861850,2.500000,2.605000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.871850,2.500000,2.595000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.881850,2.500000,2.585000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.891850,2.500000,2.575000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.901850,2.500000,2.565000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.911850,2.500000,2.555000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.921850,2.500000,2.545000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.931850,2.500000,2.535000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.941850,2.500000,2.525000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.951850,2.500000,2.515000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.961850,2.500000,2.505000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.971850,2.500000,2.495000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.981850,2.500000,2.485000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
0.991850,2.500000,2.475000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.001850,2.500000,2.465000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.011850,2.500000,2.455000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.021850,2.500000,2.445000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.031850,2.500000,2.435000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.041850,2.500000,2.425000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.051850,2.500000,2.415000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.061850,2.500000,2.405000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.071850,2.500000,2.395000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.081850,2.500000,2.385000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.091850,2.500000,2.375000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.101850,2.500000,2.365000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.111850,2.500000,2.355000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.121850,2.500000,2.345000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.131850,2.500000,2.335000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.141850,2.500000,2.325000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.151850,2.500000,2.315000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.161850,2.500000,2.305000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.171850,2.500000,2.295000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.181850,2.500000,2.285000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.191850,2.500000,2.275000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.201850,2.500000,2.265000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.211850,2.500000,2.255000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.221850,2.500000,2.245000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.231850,2.500000,2.235000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.241850,2.500000,2.225000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.251850,2.500000,2.215000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.261850,2.500000,2.205000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.271850,2.500000,2.195000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.281850,2.500000,2.185000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.291850,2.500000,2.175000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.301850,2.500000,2.165000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.311850,2.500000,2.155000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.321850,2.500000,2.145000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.331850,2.500000,2.135000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.341850,2.500000,2.125000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.351850,2.500000,2.115000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.361850,2.500000,2.105000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.371850,2.500000,2.095000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.381850,2.500000,2.085000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.391850,2.500000,2.075000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.401850,2.500000,2.065000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.411850,2.500000,2.055000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.421850,2.500000,2.045000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.431850,2.500000,2.035000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.441850,2.500000,2.025000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.451850,2.500000,2.015000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.461850,2.500000,2.005000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.471850,2.500000,1.995000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.481850,2.500000,1.985000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.491850,2.500000,1.975000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.501850,2.500000,1.965000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.511850,2.500000,1.955000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.521850,2.500000,1.945000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.531850,2.500000,1.935000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.541850,2.500000,1.925000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.551850,2.500000,1.915000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.561850,2.500000,1.905000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.571850,2.500000,1.895000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.581850,2.500000,1.885000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.591850,2.500000,1.875000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
1.596850,2.500000,1.870000,-1.570796327000,0.000000000,,gate_exit_cw_to_handoff
